,Plant Name,Temperature,Humidity,PH,CO2,LIGHT,Light Hours,EC,Soilless Medium,Nutrient Mix,Week
298,Arugula,63.1,72.9,6.5,682.7,1,1.2,1.3,rockwool,Nitrogen,1
299,Arugula,73.3,70.1,6.6,504,2,1.1,1.1,coco coir,NPK,3
300,Arugula,64.9,80.8,6.7,688.8,1,1.1,0.9,coco coir,Nitrogen,4
301,Arugula,58.6,88.9,6.6,549.4,4,1.3,0.9,rockwool,NPK,5
302,Arugula,70,74.3,7.3,419.3,4,0.8,0.8,rockwool,CaNO3 and NPK ,5
303,Arugula,60.7,84.9,6.7,660.2,2,1.1,1.3,Mix water,Nitrogen,6
304,Arugula,68.3,75.1,7.1,545.9,3,1.3,1.3,rockwool,NPK,7
305,Arugula,53.4,74.7,6.2,582.6,4,1,0.9,coco coir,CaNO3 and NPK ,4
306,Arugula,66.7,74.2,6.2,674.3,4,1.3,1.1,rockwool,calcium and potassium,4
307,Arugula,51.5,88.7,7,452.9,3,0.8,0.8,Mix water,CaNO3 and NPK ,4
308,Arugula,69.5,76,7.1,639,4,0.9,1,rockwool,calcium and potassium,8
309,Arugula,73.7,70,7.4,613.3,3,0.8,0.9,rockwool,NPK,7
310,Arugula,59.2,80.8,7.4,659.6,4,1.2,1.3,rockwool,calcium and potassium,6
311,Arugula,54,84.1,6.6,583.9,3,1.3,0.8,Mix water,Nitrogen,5
312,Arugula,60.2,79,6.8,444.8,3,1,0.9,rockwool,NPK,4
313,Arugula,73.4,81,6.3,503.5,1,0.8,1,Mix water,CaNO3 and NPK ,4
314,Arugula,60.7,72.8,7,614.7,3,1.2,1,rockwool,Nitrogen,6
315,Arugula,51.1,81.5,6.7,553.7,4,1.3,1.1,Mix water,calcium and potassium,6
316,Arugula,54.8,76.8,7.4,615.3,3,0.9,0.8,Mix water,NPk and MgSO4,3
317,Arugula,70.5,83,6.6,697.6,1,0.9,1.2,coco coir,calcium and potassium,2
318,Arugula,59.9,78.3,6,510.3,1,0.9,1,rockwool,NPk and MgSO4,4
319,Arugula,57.4,81.4,6.1,408.2,3,1.2,1.3,Mix water,CaNO3 and NPK ,6
320,Arugula,72.9,77.2,7.1,626.7,2,1.2,1.3,coco coir,Nitrogen,8
321,Arugula,59.6,87,6.9,632.1,1,1,0.8,coco coir,NPk and MgSO4,6
322,Arugula,68,80.8,7,470.7,4,0.8,1.3,Mix water,NPk and MgSO4,7
323,Arugula,66.3,86.5,6.1,411.5,1,1.2,1.2,rockwool,CaNO3 and NPK ,2
324,Arugula,63.3,76.3,6.1,657.6,3,1,1,rockwool,Nitrogen,3
325,Arugula,56.7,70.5,6.7,419.1,3,1.3,1.1,coco coir,NPk and MgSO4,7
326,Arugula,57.9,88.8,6,508.7,3,1.1,1,Mix water,CaNO3 and NPK ,3
327,Arugula,64.3,80.9,6.5,494.2,2,1.1,0.8,coco coir,NPK,2
328,Arugula,58.8,87.4,7.3,688.1,4,1,1.2,coco coir,CaNO3 and NPK ,6
329,Arugula,66.6,73.7,7.4,505.8,3,1.3,0.8,Mix water,NPk and MgSO4,8
330,Arugula,58.6,86.6,7.3,536.1,2,0.9,0.8,rockwool,NPK,8
331,Arugula,61.7,73.9,7,538.6,2,0.8,0.9,rockwool,NPK,5
332,Arugula,63.7,70.8,7.3,648.1,3,1,0.9,Mix water,Nitrogen,2
333,Arugula,73.2,77,7.3,430.9,2,1.3,0.8,rockwool,NPk and MgSO4,5
334,Arugula,73.7,82.1,6.8,618.1,4,1.2,1.2,rockwool,calcium and potassium,8
335,Arugula,52.6,81.8,6.1,451.9,1,0.9,1.1,coco coir,NPk and MgSO4,2
336,Arugula,54.5,71.4,7.1,517.7,1,1.1,0.9,coco coir,CaNO3 and NPK ,6
337,Arugula,52.7,74.5,6.3,582.6,2,0.8,1.1,coco coir,CaNO3 and NPK ,7
338,Arugula,66,88.1,7.1,514.1,2,1.2,1,rockwool,Nitrogen,3
339,Arugula,65,73.7,6.9,679.5,1,0.8,1.3,Mix water,NPK,3
340,Arugula,70.1,73.6,6.6,588.1,1,1.1,1.3,Mix water,NPK,7
341,Arugula,68.7,86.5,7,575.2,4,0.9,1,coco coir,CaNO3 and NPK ,5
342,Arugula,71,89.7,6.7,641.6,4,1.1,0.9,Mix water,Nitrogen,7
343,Arugula,70.4,83.3,6.2,444.3,4,1.2,0.9,rockwool,calcium and potassium,8
344,Arugula,57.3,72.4,7,660,1,1.1,0.8,coco coir,NPK,2
345,Arugula,72.3,83.3,6.6,425,3,1.3,1,rockwool,Nitrogen,6
346,Arugula,73.4,83.3,6.6,676.1,4,0.8,1.1,Mix water,NPK,2
347,Arugula,53.8,85.7,7.4,546,3,0.9,1.2,rockwool,NPK,6
348,Arugula,57.7,78,7.3,536.7,1,0.9,0.9,Mix water,NPK,6
349,Arugula,71,88.8,6.7,570.8,3,0.9,1.3,rockwool,NPk and MgSO4,5
350,Arugula,51.3,80.6,6.1,677.7,2,0.8,1.3,rockwool,CaNO3 and NPK ,2
351,Arugula,58.3,76,6.4,516.9,4,0.8,1.3,coco coir,CaNO3 and NPK ,2
352,Arugula,60.1,83.9,7.4,531.1,4,0.9,1.3,rockwool,NPK,3
353,Arugula,54.2,83.3,6.4,663.9,4,1.2,1.1,rockwool,NPk and MgSO4,3
354,Arugula,57.3,70.2,7.4,617.4,2,1.1,1.1,coco coir,Nitrogen,1
355,Arugula,68.5,77.1,7.3,608.7,3,0.9,1,rockwool,calcium and potassium,3
356,Arugula,67,78.7,7.2,419.3,1,1.2,0.8,Mix water,Nitrogen,6
357,Arugula,56.7,86.5,6.9,423.2,1,0.8,0.8,coco coir,CaNO3 and NPK ,6
358,Arugula,65.8,89.1,6.8,446.7,1,0.8,1.1,Mix water,NPk and MgSO4,1
359,Arugula,66.1,85.8,6,665.3,1,1.2,1.3,Mix water,calcium and potassium,5
360,Arugula,72.4,70.3,6.5,442.8,1,1.2,1.1,Mix water,NPk and MgSO4,1
361,Arugula,54.7,73.3,7.3,519.6,3,1.3,1.3,coco coir,CaNO3 and NPK ,5
362,Arugula,54.2,78,6.3,643.6,2,0.8,1.3,coco coir,NPK,7
363,Arugula,54.6,76.6,7,659.1,3,1.3,1.1,coco coir,NPK,3
364,Arugula,50,79.6,7.1,654.2,3,1,1.2,coco coir,calcium and potassium,6
365,Arugula,56.8,89,6.4,691.1,4,1,1.2,Mix water,NPk and MgSO4,1
366,Arugula,56.6,72,6.8,507.3,1,1,0.9,rockwool,calcium and potassium,2
367,Arugula,63.5,83.6,7.1,401.4,2,1.1,0.8,rockwool,NPk and MgSO4,7
368,Arugula,67.9,72.3,6.3,609.6,2,1,1.1,rockwool,NPk and MgSO4,8
369,Arugula,68.9,71.3,6.7,409.8,2,1,1.3,rockwool,calcium and potassium,5
370,Arugula,61.3,84.9,6.6,542.1,4,1.2,1.2,coco coir,NPk and MgSO4,1
371,Arugula,53.2,75.8,7.4,455.5,4,1.1,0.8,coco coir,NPK,7
372,Arugula,66.8,77.4,6.2,616.1,1,1.1,1,Mix water,Nitrogen,8
373,Arugula,73.7,75.4,7.3,541,1,1,1,rockwool,NPK,1
374,Arugula,51.3,87.2,6.4,404.1,4,0.8,1,coco coir,calcium and potassium,7
375,Arugula,67.3,74,7.2,537.8,4,0.8,0.9,Mix water,CaNO3 and NPK ,4
376,Arugula,58.8,80.4,7.3,648.3,4,1.2,0.8,rockwool,NPK,7
377,Arugula,57.4,86.3,6.1,543,4,1.2,1.3,coco coir,Nitrogen,4
378,Arugula,72.2,89.4,7,605.8,1,1.1,0.8,Mix water,NPk and MgSO4,2
379,Arugula,50.1,80.4,7.1,440.3,2,1.2,1.1,Mix water,NPK,2
380,Arugula,53.9,81.2,6.9,563.9,3,1.3,1.3,coco coir,CaNO3 and NPK ,7
381,Arugula,62.6,77.8,7.2,459,2,1.3,1.2,coco coir,Nitrogen,8
382,Arugula,61.7,79.3,7.2,482.8,3,0.8,1,coco coir,Nitrogen,8
383,Arugula,55.1,71.1,6.5,428.8,1,0.9,1.3,Mix water,calcium and potassium,2
384,Arugula,67.4,76,6.6,622.7,4,1.3,1.2,coco coir,NPK,8
385,Arugula,55.9,70,6.1,445.5,4,1,1.1,Mix water,NPK,4
386,Arugula,68.3,86,6.9,490.3,1,0.8,0.8,Mix water,CaNO3 and NPK ,3
387,Arugula,59.5,72.1,6.9,410.1,2,0.9,1,rockwool,NPK,6
388,Arugula,63.1,89.1,6.7,689.4,1,0.9,0.9,rockwool,CaNO3 and NPK ,7
389,Arugula,58.6,71.7,7.1,533.9,3,1.3,1,Mix water,NPK,5
390,Arugula,51.1,83.6,7,619.3,2,1.3,1.3,rockwool,Nitrogen,7
391,Arugula,56.3,73.7,6.4,628.6,4,1.1,0.9,coco coir,calcium and potassium,1
392,Arugula,73.5,75.5,6.2,687,3,1.3,1.3,coco coir,Nitrogen,1
393,Arugula,66.2,89.5,7.1,681.6,2,1,1.2,rockwool,Nitrogen,4
394,Arugula,53.6,80.2,6.6,592.4,2,0.9,0.8,coco coir,calcium and potassium,8
395,Arugula,58.5,87.5,7,434.5,3,0.8,1.2,coco coir,NPK,6
396,Arugula,51.1,71.5,6.4,550.4,4,1.1,1.3,Mix water,NPk and MgSO4,6
397,Arugula,69,75,6.5,615,2,1.1,1.1,coco coir,calcium and potassium,1
398,Arugula,59,82.3,6.9,645.3,4,1.2,1,Mix water,Nitrogen,6
399,Arugula,67.2,85.5,6.9,604.7,3,0.8,1,rockwool,NPk and MgSO4,4
400,Arugula,60.7,85.5,6.6,579.6,3,1.1,1.1,coco coir,CaNO3 and NPK ,2
401,Arugula,72.5,80.8,6.2,405.1,3,1.1,1.2,coco coir,calcium and potassium,5
402,Arugula,61.2,75.7,7.3,486.8,2,1.2,0.9,rockwool,Nitrogen,8
403,Arugula,52.5,83.5,6.1,625.2,4,1.3,1,coco coir,NPk and MgSO4,6
404,Arugula,66.2,89.6,6,590.1,3,0.9,1.3,coco coir,NPk and MgSO4,5
405,Arugula,62.4,73,7,427.8,1,1,1.3,rockwool,Nitrogen,2
406,Arugula,53.3,81.7,6.3,494.9,2,0.8,1.2,Mix water,NPk and MgSO4,4
407,Arugula,72.1,72.6,7.2,430.3,2,1.3,1.2,coco coir,CaNO3 and NPK ,2
408,Arugula,73.9,78.9,7.4,442.1,4,1.2,1,coco coir,calcium and potassium,3
409,Arugula,55.9,83.7,6.7,575.6,1,1.2,1.1,rockwool,Nitrogen,7
410,Arugula,54.1,85.8,7.4,529.5,3,1.3,0.8,coco coir,NPK,7
411,Arugula,67.2,87.8,7.4,410.4,2,1.3,1.3,coco coir,NPk and MgSO4,6
412,Arugula,73.5,87.2,6.8,485.5,2,0.8,1.2,Mix water,NPk and MgSO4,8
413,Arugula,61.1,82.3,6,513.8,1,1.2,1.2,rockwool,CaNO3 and NPK ,2
414,Arugula,58.2,81.5,6.4,433.1,3,0.8,1.1,coco coir,Nitrogen,7
415,Arugula,73.9,76.4,7.2,599.6,3,1.2,1.3,Mix water,CaNO3 and NPK ,6
416,Arugula,66.7,71.4,6.2,610,3,1.2,0.8,Mix water,calcium and potassium,1
417,Arugula,52.7,70.7,6.2,625.6,1,1.1,0.8,Mix water,NPk and MgSO4,1
418,Arugula,66.1,73.2,6.4,456.5,1,1,1,coco coir,calcium and potassium,1
419,Arugula,54.1,81.1,7.1,439.5,4,1.1,1.3,rockwool,Nitrogen,4
420,Arugula,68.4,88.1,7.2,649.1,2,0.8,1.1,coco coir,NPk and MgSO4,1
421,Arugula,55.7,80.8,6.2,531.9,2,1,1,rockwool,NPk and MgSO4,2
422,Arugula,67,87.3,7.3,413.5,4,0.9,1.2,Mix water,CaNO3 and NPK ,5
423,Arugula,56.2,80.6,6.5,563.1,3,0.9,1.1,Mix water,calcium and potassium,5
424,Arugula,71,70,6.9,644.5,3,1,0.9,coco coir,NPk and MgSO4,7
425,Arugula,66.1,82.7,6.8,450.4,2,1,1,coco coir,NPK,8
426,Arugula,50.3,70.2,6.5,563.9,4,1.3,0.8,Mix water,NPK,8
427,Arugula,64.7,85.7,6.4,428.2,1,1.2,0.9,Mix water,CaNO3 and NPK ,3
428,Arugula,72.1,80.6,6.2,409.6,4,1.1,0.8,rockwool,NPK,8
429,Arugula,50.2,74.2,6.9,446.2,3,1.1,1.1,rockwool,CaNO3 and NPK ,7
430,Arugula,63.5,74.5,7,640.4,4,1.3,0.9,coco coir,calcium and potassium,3
431,Arugula,70.1,80.6,7.2,639.4,3,1.3,1.1,Mix water,NPk and MgSO4,6
432,Arugula,62,70.9,7.4,592.3,2,1,1.3,Mix water,NPK,1
433,Arugula,71.9,80.3,6.6,585,4,1,1.2,coco coir,NPK,2
434,Arugula,58.4,89.8,6.2,589.1,1,1.1,1.2,rockwool,CaNO3 and NPK ,1
435,Arugula,58.3,71.9,6.7,695.2,4,1.3,1.3,Mix water,NPk and MgSO4,2
436,Arugula,58.9,73.7,6.7,549.8,4,1.1,0.9,rockwool,Nitrogen,7
437,Arugula,69.5,76.4,6,503.7,1,0.9,0.9,rockwool,Nitrogen,6
438,Arugula,56.1,83.8,6,607.5,4,0.9,0.9,Mix water,CaNO3 and NPK ,3
439,Arugula,64.6,77.5,7.2,430.3,1,1.2,1.2,rockwool,NPk and MgSO4,8
440,Arugula,50.7,74.1,6.3,433.8,4,1,1.3,Mix water,NPK,7
441,Arugula,66.5,87.4,7.4,669.8,3,1.1,1.1,coco coir,NPK,7
442,Arugula,61.2,75,6.4,665.5,1,1.2,1,rockwool,calcium and potassium,6
443,Arugula,63.6,80.2,6.7,471.4,4,1.2,1.1,rockwool,calcium and potassium,7
444,Arugula,62.8,83.5,7.2,650.7,1,1,1,coco coir,calcium and potassium,8
445,Arugula,67.1,75.6,6.7,560.2,1,1.1,1.2,coco coir,NPk and MgSO4,1
446,Arugula,59,81.9,7.1,428.8,3,1.2,1.3,Mix water,calcium and potassium,3
447,Arugula,69.3,83.9,7.4,484.1,3,0.8,0.9,rockwool,NPK,5
448,Arugula,56,84.4,6.2,599.2,2,1.2,1.1,coco coir,calcium and potassium,1
449,Arugula,67.4,80.5,7.3,412.4,2,1,1.3,Mix water,CaNO3 and NPK ,7
450,Arugula,63.6,74.8,7.4,485.9,3,0.8,0.8,coco coir,CaNO3 and NPK ,5
451,Arugula,59.3,82.9,6.3,464.8,2,1.1,0.8,coco coir,NPk and MgSO4,7
452,Arugula,53.5,86.3,6.5,417.3,4,1.2,0.9,coco coir,calcium and potassium,1
453,Arugula,59.4,85.4,6.5,448.5,3,1.3,0.9,rockwool,NPk and MgSO4,8
454,Arugula,52.9,77.3,7.3,592.2,3,1.2,0.8,coco coir,calcium and potassium,8
455,Arugula,54.9,70.5,7.3,618.6,2,1.3,1.2,coco coir,CaNO3 and NPK ,8
456,Arugula,61,72.4,6,595.3,3,1.3,1.3,Mix water,calcium and potassium,7
457,Arugula,68.3,80.7,7.4,479.1,2,1.3,1,rockwool,NPK,3
458,Arugula,68,79.1,7.4,682,3,1.1,1.2,Mix water,Nitrogen,5
459,Arugula,58.5,77.3,6.6,568.9,1,1.2,1.3,coco coir,CaNO3 and NPK ,5
460,Arugula,73.7,81.7,7,496.1,2,0.9,0.8,coco coir,NPk and MgSO4,4
461,Arugula,71.3,70.2,7.1,506.5,4,1.1,1,coco coir,CaNO3 and NPK ,1
462,Arugula,56,82.8,6.1,481.1,1,1.3,1,coco coir,NPK,6
463,Arugula,50.1,73,7.4,506.6,3,1,1.2,Mix water,NPk and MgSO4,1
464,Arugula,61.2,87.6,6.4,670.5,1,0.9,1,Mix water,calcium and potassium,6
465,Arugula,53,87,6.2,685.1,3,0.8,1.1,rockwool,NPK,3
466,Arugula,63.7,84.1,7.1,562,1,1.3,0.9,coco coir,CaNO3 and NPK ,6
467,Arugula,54.6,88.9,6.7,487.5,3,1.3,0.9,rockwool,calcium and potassium,5
468,Arugula,60,87.4,7.1,685.5,4,0.8,1.2,Mix water,NPk and MgSO4,8
469,Arugula,62.6,87.7,6.3,625.5,1,0.8,1.1,rockwool,NPk and MgSO4,2
470,Arugula,64.9,74.8,6.2,454.7,1,0.9,1.1,Mix water,calcium and potassium,1
471,Arugula,70.2,79.2,6.9,560.3,3,0.8,0.9,rockwool,NPk and MgSO4,8
472,Arugula,56.2,80.2,6.3,568.7,3,0.9,1.2,coco coir,NPk and MgSO4,8
473,Arugula,59.7,83.5,7,550.5,3,0.9,0.9,coco coir,calcium and potassium,6
474,Arugula,63.5,84.8,7.3,473.9,2,0.9,1.1,rockwool,calcium and potassium,1
475,Arugula,63.8,76.6,6.9,633,3,1.2,1.1,rockwool,NPk and MgSO4,5
476,Arugula,57,76.4,7,651.4,1,0.8,0.9,Mix water,NPk and MgSO4,7
477,Arugula,70.1,71.6,6.8,558,1,1.2,0.9,rockwool,NPK,3
478,Arugula,67.5,79.3,7.1,579.4,3,1.2,1.3,Mix water,CaNO3 and NPK ,7
479,Arugula,65.7,75.1,6.9,623.7,2,0.9,0.9,rockwool,Nitrogen,3
480,Arugula,62.6,83.4,7,454.3,2,1.1,1.1,coco coir,NPK,2
481,Arugula,64.4,70.7,7.1,615.5,1,0.9,1.1,rockwool,calcium and potassium,4
482,Arugula,66.8,73,6.1,531.7,3,0.8,0.9,Mix water,NPk and MgSO4,7
483,Arugula,51.3,83.1,6.7,634.5,2,0.9,1,rockwool,calcium and potassium,8
484,Arugula,62.5,89.9,6,573,1,0.8,1.3,coco coir,NPk and MgSO4,2
485,Arugula,69.4,70.6,6.8,417.5,3,1,0.8,rockwool,CaNO3 and NPK ,7
486,Arugula,59.4,78,7.1,598.8,3,1.2,1.3,Mix water,NPk and MgSO4,3
487,Arugula,68,85.5,6.4,482.5,2,0.8,1.3,rockwool,calcium and potassium,6
488,Arugula,50.1,74.1,6.3,500.1,2,1,0.9,Mix water,NPk and MgSO4,2
489,Arugula,62.1,80.1,7.2,624.9,2,1,0.8,Mix water,NPk and MgSO4,7
490,Arugula,56.2,85.7,6,684.3,2,0.9,1.3,rockwool,CaNO3 and NPK ,5
491,Arugula,54.4,77,6.5,686.3,4,1.2,0.8,Mix water,Nitrogen,4
492,Arugula,72.3,77.9,6.7,507,1,1,1.1,rockwool,NPK,1
493,Arugula,62.8,84.3,6.4,521.5,1,1.2,1.2,Mix water,calcium and potassium,2
494,Arugula,58.1,84.3,6.5,534.2,4,0.9,1.1,rockwool,NPK,2
495,Arugula,64.8,75.5,6.4,594.2,1,1.3,1.3,Mix water,calcium and potassium,6
496,Arugula,73.2,86.4,6.2,551.9,2,1.2,1.1,coco coir,NPK,8
497,Arugula,53.1,82.6,7.2,564.3,3,1,1,coco coir,NPK,6
498,Arugula,61.4,71.6,7.1,535.2,4,1,1.1,rockwool,NPk and MgSO4,2
499,Arugula,68.7,86.7,7.4,676.9,1,1.1,0.9,rockwool,CaNO3 and NPK ,3
500,Arugula,57.6,85.1,7.2,490.8,1,0.9,1.1,coco coir,calcium and potassium,5
501,Arugula,67.9,73.5,7.3,463.6,4,1.3,1.1,coco coir,NPK,3
502,Arugula,70.1,78.7,6.5,693.2,1,1,1.2,Mix water,CaNO3 and NPK ,4
503,Arugula,59.8,76.8,6.5,548.2,4,1.2,1.3,coco coir,Nitrogen,1
504,Arugula,63.4,70.5,6,496.1,1,0.8,1,Mix water,NPk and MgSO4,3
505,Arugula,60.8,81.4,6.9,442.6,1,1.3,0.9,rockwool,Nitrogen,8
506,Arugula,52.8,82.7,6.4,520.3,4,1,1,coco coir,calcium and potassium,3
507,Arugula,69.7,79.8,6.3,619.7,1,0.9,0.9,coco coir,CaNO3 and NPK ,3
508,Arugula,71.4,87.5,6.5,584.2,1,1,1,rockwool,CaNO3 and NPK ,3
509,Arugula,62.6,86.9,7.3,549.8,3,0.9,0.8,coco coir,CaNO3 and NPK ,6
510,Arugula,70.1,80,6.9,417.8,1,1.2,1.1,coco coir,NPk and MgSO4,4
511,Arugula,70,89.7,6,503,2,0.9,0.9,coco coir,calcium and potassium,3
512,Arugula,70.1,75.4,6,400.4,3,1.1,1.1,Mix water,NPk and MgSO4,5
513,Arugula,55,87.6,6.4,429.2,3,0.8,1,coco coir,NPk and MgSO4,3
514,Arugula,54.5,85.8,7.2,687.8,3,1.1,0.8,Mix water,NPK,5
515,Arugula,59.3,85.5,6.9,657,4,0.8,0.9,rockwool,NPK,2
516,Arugula,57.8,86.2,6.8,488.4,2,1.3,1.1,Mix water,NPK,4
517,Arugula,54,82.5,7,601.3,4,0.9,1.3,Mix water,Nitrogen,6
518,Arugula,55.4,84.3,7,455.1,4,0.8,1.3,coco coir,CaNO3 and NPK ,8
519,Arugula,67.9,86.7,7.4,670,1,1,0.9,rockwool,CaNO3 and NPK ,7
520,Arugula,72.6,84.6,6.3,425.9,3,1.2,0.9,rockwool,Nitrogen,3
521,Arugula,56.2,78.5,6.2,401.7,4,1.3,1.3,rockwool,NPK,1
522,Arugula,54.2,76.5,7.1,495.5,4,1,0.9,Mix water,NPk and MgSO4,3
523,Arugula,63.5,78,6.5,685.2,1,1,0.8,rockwool,calcium and potassium,3
524,Arugula,55.1,85.3,7.3,539.2,2,0.8,1,rockwool,CaNO3 and NPK ,6
525,Arugula,72.9,80.2,7.4,480,2,0.8,0.8,coco coir,NPK,8
526,Arugula,64.3,71.2,7.3,674.3,2,1.3,0.8,Mix water,NPK,7
527,Arugula,59.4,87.7,6,473.7,1,1,1.1,coco coir,NPk and MgSO4,2
528,Arugula,70.9,81.6,6.8,516,2,0.8,0.9,rockwool,CaNO3 and NPK ,6
529,Arugula,69.1,79,6.5,439.7,4,0.8,1,rockwool,CaNO3 and NPK ,3
530,Arugula,65.4,80.7,6.7,496.5,1,1.1,1.2,Mix water,Nitrogen,5
531,Arugula,61.5,70.1,6.8,573.5,1,1,1,Mix water,NPK,2
532,Arugula,65.7,79.8,7.3,657,2,1,0.8,rockwool,Nitrogen,4
533,Arugula,60.6,76.3,6.5,507.5,4,1.3,1.1,Mix water,CaNO3 and NPK ,4
534,Arugula,51.2,73.4,6.8,424.9,4,0.9,1.2,coco coir,NPK,7
535,Arugula,68.6,87.1,6.6,693.1,2,1.3,1.2,Mix water,NPk and MgSO4,8
536,Arugula,58.4,76.4,6.5,524.8,3,0.9,1.1,Mix water,Nitrogen,5
537,Arugula,59.6,86.4,6,453.1,3,1.3,0.9,coco coir,NPk and MgSO4,3
538,Arugula,71.8,71.2,7.3,615.3,2,1.2,1.2,Mix water,Nitrogen,3
539,Arugula,54.7,78.3,6.8,420,1,1,1.3,Mix water,Nitrogen,4
540,Arugula,73.6,80.6,6.5,524.8,3,1,1.2,coco coir,NPk and MgSO4,8
541,Arugula,53.3,70.3,6.2,479.8,1,1,1.1,Mix water,calcium and potassium,5
542,Arugula,67.3,82.4,7,514.9,4,1.3,0.9,rockwool,Nitrogen,2
543,Arugula,68.1,71.7,6.1,639.8,3,1.3,1.3,coco coir,CaNO3 and NPK ,4
544,Arugula,51,80.4,6,666.9,1,1.1,0.8,Mix water,NPK,7
545,Arugula,73.2,80.8,7,618.8,3,1.1,1,Mix water,NPK,8
546,Arugula,57.4,86.4,6.1,619.9,1,1.1,1.3,rockwool,calcium and potassium,1
547,Arugula,58.3,71.3,6.6,613.7,2,0.8,1,coco coir,NPK,8
548,Arugula,57.7,85.2,6.9,545,1,1.1,1.1,Mix water,NPk and MgSO4,8
549,Arugula,70.5,73,7.3,458.2,3,1,0.8,Mix water,NPK,8
550,Arugula,57.2,89,6.2,672.7,1,1,1.3,Mix water,CaNO3 and NPK ,3
551,Arugula,60.7,81.6,6.2,692.8,4,0.9,1,rockwool,calcium and potassium,6
552,Arugula,66,87.6,6.3,627.2,2,0.9,1.1,Mix water,calcium and potassium,2
553,Arugula,69.1,82.9,6.6,454.1,1,1,1,rockwool,CaNO3 and NPK ,7
554,Arugula,72.5,89.3,6.2,596.7,1,0.9,1.1,Mix water,NPk and MgSO4,4
555,Arugula,55,70.7,6.1,600.3,3,1.2,1,coco coir,CaNO3 and NPK ,8
556,Arugula,73.4,84.3,6.6,574.8,4,0.9,0.9,Mix water,NPk and MgSO4,6
557,Arugula,54.9,72.7,7.4,423.3,2,1.3,0.9,Mix water,CaNO3 and NPK ,2
558,Arugula,70.2,83.8,6.2,558.7,1,1.1,0.9,rockwool,calcium and potassium,5
559,Arugula,62.8,77.9,6.8,516.4,2,0.8,0.9,coco coir,CaNO3 and NPK ,3
560,Arugula,64.1,74,7,556.7,3,1.1,1.1,rockwool,NPK,7
561,Arugula,70.6,88.7,7.1,686.8,2,1.3,0.9,rockwool,NPK,6
562,Arugula,67.4,86.4,7.3,582.2,1,1.1,0.9,rockwool,NPk and MgSO4,4
563,Arugula,59,87.1,6.4,649.5,4,1.2,1.2,coco coir,NPK,4
564,Arugula,73.1,81.8,6.7,553.2,3,1.2,1.1,coco coir,Nitrogen,6
565,Arugula,51.7,72.1,6,685.8,1,1.2,1.1,Mix water,calcium and potassium,4
566,Arugula,50.4,77.5,7,674.6,2,1.1,0.9,rockwool,NPK,8
567,Arugula,60.1,76.7,7.2,648.2,4,1.1,1.1,Mix water,calcium and potassium,1
568,Arugula,56.6,87,7.1,464.3,1,1.1,0.8,rockwool,CaNO3 and NPK ,1
569,Arugula,51.1,87.5,6.6,515.3,3,0.8,0.8,coco coir,NPK,4
570,Arugula,65.2,71.3,6.5,432.6,4,0.8,1.1,rockwool,NPK,6
571,Arugula,57.3,80.9,6.3,448.7,1,1.1,0.9,coco coir,Nitrogen,1
572,Arugula,61,70.8,6,424.2,1,0.8,1.3,Mix water,NPk and MgSO4,8
573,Arugula,70.1,76.9,7.4,472.7,4,0.9,1.3,Mix water,Nitrogen,8
574,Arugula,65.7,79.6,7,674.1,3,1.1,1.1,Mix water,Nitrogen,5
575,Arugula,65.9,72,6.2,567.2,2,1.2,1.3,coco coir,Nitrogen,7
576,Arugula,71.9,71.7,6.9,540.6,3,1.2,0.9,rockwool,calcium and potassium,5
577,Arugula,50,72,7,597.3,1,1.2,1,coco coir,NPk and MgSO4,8
578,Arugula,55.3,74.6,6.2,434.8,3,0.8,1,coco coir,CaNO3 and NPK ,5
579,Arugula,53,72.6,6.4,494.3,3,0.8,1.1,Mix water,NPK,8
580,Arugula,71.7,80.8,6.2,499.3,4,0.9,1,coco coir,NPK,8
581,Arugula,59.1,78.9,7.1,589.8,3,0.8,1.3,Mix water,CaNO3 and NPK ,5
582,Arugula,58.5,74.7,7,680.7,3,0.8,1.1,Mix water,CaNO3 and NPK ,5
583,Arugula,50,70.5,7,489.1,4,1,1,rockwool,Nitrogen,3
584,Arugula,67.6,81.2,7.3,558.2,1,1.1,1.1,rockwool,Nitrogen,8
585,Arugula,60.6,73.1,7.4,611,2,0.8,1.3,Mix water,NPK,6
586,Arugula,73.4,76.1,6.6,485.2,3,1.3,0.9,Mix water,NPK,3
587,Arugula,56.1,78.1,6.7,681.3,1,1.3,1.3,Mix water,calcium and potassium,3
588,Arugula,61.9,89.7,7.3,607.7,2,1.1,0.8,Mix water,NPK,7
589,Arugula,67.4,84.6,6.8,580.6,2,1,0.9,coco coir,calcium and potassium,4
590,Arugula,50.1,70,6.2,642.3,4,1,0.8,Mix water,calcium and potassium,6
591,Arugula,57.4,89.5,7.3,457.6,2,1.3,1,rockwool,NPk and MgSO4,6
592,Arugula,64,89.3,6.8,542.9,2,1.2,1.3,Mix water,CaNO3 and NPK ,4
593,Arugula,53.2,83.7,6.5,639.9,3,1.1,0.9,rockwool,NPk and MgSO4,8
594,Arugula,69.9,84.9,7.1,531.2,2,0.8,1,Mix water,NPK,4
595,Arugula,61.1,79.9,7.4,585.9,4,0.8,1.1,rockwool,CaNO3 and NPK ,8
596,Arugula,57.6,80.8,6.9,664.7,3,1.1,1,coco coir,Nitrogen,8
